Power: 0.0W | RAM: 19.39MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 19.21MB
Power: 0.0W | RAM: 29.81MB
Power: 0.0W | RAM: 29.84MB
Power: 0.0W | RAM: 29.67MB
Power: 0.0W | RAM: 29.72MB
Power: 0.0W | RAM: 29.72MB
Power: 0.0W | RAM: 29.72MB
Power: 0.0W | RAM: 29.72MB
Power: 0.0W | RAM: 29.72MB
Power: 0.0W | RAM: 29.73MB
Power: 0.0W | RAM: 29.73MB
Power: 0.0W | RAM: 29.73MB
Power: 0.0W | RAM: 29.73MB
Power: 0.0W | RAM: 29.73MB
Power: 0.0W | RAM: 29.74MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.75MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.78MB
Power: 0.0W | RAM: 29.79MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.87MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.91MB
Power: 0.0W | RAM: 29.88MB
Power: 0.0W | RAM: 29.88MB
Power: 0.0W | RAM: 29.88MB
Power: 0.0W | RAM: 42.76MB
Power: 0.0W | RAM: 42.64MB
Power: 0.0W | RAM: 42.64MB
Power: 0.0W | RAM: 42.65MB
Power: 0.0W | RAM: 0.0MB
Power: 0.0W | RAM: 158.14MB
Power: 0.0W | RAM: 139.96MB
Power: 0.0W | RAM: 128.8MB
Power: 0.24W | RAM: 126.85MB
Power: 0.0W | RAM: 126.86MB
Power: 0.0W | RAM: 126.88MB
Power: 0.0W | RAM: 127.02MB
Power: 0.22W | RAM: 127.03MB
Power: 0.43W | RAM: 127.03MB
Power: 0.0W | RAM: 126.93MB
Power: 0.0W | RAM: 126.93MB
Power: 0.0W | RAM: 126.9MB
Power: 0.0W | RAM: 127.16MB
Power: 0.0W | RAM: 127.17MB
Power: 0.0W | RAM: 127.17MB
Power: 0.0W | RAM: 127.21MB
Power: 0.0W | RAM: 127.21MB
Power: 0.0W | RAM: 127.21MB
Power: 0.24W | RAM: 127.23MB
Power: 0.0W | RAM: 127.23MB
Power: 0.22W | RAM: 127.24MB
Power: 0.46W | RAM: 127.25MB
Power: 0.0W | RAM: 127.26MB
Power: 0.69W | RAM: 127.26MB
Power: 0.0W | RAM: 127.05MB
Power: 0.0W | RAM: 127.07MB
Power: 0.0W | RAM: 127.07MB
Power: 0.0W | RAM: 127.07MB
Power: 0.0W | RAM: 127.09MB
Power: 0.0W | RAM: 127.09MB
Power: 0.0W | RAM: 79.34MB
Power: 0.0W | RAM: 77.5MB
Power: 0.0W | RAM: 77.5MB
Power: 0.0W | RAM: 77.5MB
Power: 0.0W | RAM: 0.0MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.06MB
Power: 0.0W | RAM: 19.13MB
Power: 0.0W | RAM: 19.13MB
Power: 0.0W | RAM: 19.1MB
Power: 0.0W | RAM: 19.1MB
Power: 0.0W | RAM: 19.1MB
Power: 0.0W | RAM: 19.12MB
Power: 0.0W | RAM: 19.12MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.2MB
Power: 0.0W | RAM: 54.23MB
Power: 0.0W | RAM: 54.07MB
Power: 0.0W | RAM: 54.26MB
Power: 0.22W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.15MB
Power: 0.0W | RAM: 54.15MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.16MB
Power: 0.24W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.12MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.09MB
Power: 0.0W | RAM: 54.09MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.24W | RAM: 54.15MB
Power: 0.0W | RAM: 54.15MB
Power: 0.0W | RAM: 54.15MB
Power: 0.0W | RAM: 54.15MB
Power: 0.0W | RAM: 54.16MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.14MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.1MB
Power: 0.0W | RAM: 54.1MB
Power: 0.0W | RAM: 54.1MB
Power: 0.0W | RAM: 54.1MB
Power: 0.0W | RAM: 54.1MB
Power: 0.0W | RAM: 54.09MB
Power: 0.0W | RAM: 54.09MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
Power: 0.0W | RAM: 54.11MB
2025-03-11 05:12:52 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:12:57 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:03 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:08 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:13 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:18 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:23 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:28 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:33 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:38 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:43 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:49 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:13:54 - CPU: 0.00% - Memory: 20.32MB - Power: 0.01W
2025-03-11 05:13:59 - CPU: 0.00% - Memory: 20.32MB - Power: 0.01W
2025-03-11 05:14:04 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:14:09 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:14:14 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:14:19 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:14:24 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:14:30 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:14:35 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:14:40 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:14:45 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:14:50 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:14:55 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:00 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:05 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:11 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:16 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:21 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:26 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:31 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:36 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:41 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:46 - CPU: 0.00% - Memory: 20.33MB - Power: 0.01W
2025-03-11 05:15:52 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:15:57 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:16:02 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:16:07 - CPU: 0.00% - Memory: 20.34MB - Power: 0.01W
2025-03-11 05:16:12 - CPU: 0.00% - Memory: 20.46MB - Power: 0.01W
2025-03-11 05:16:17 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:22 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:27 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:32 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:38 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:43 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:48 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:53 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:16:58 - CPU: 0.00% - Memory: 20.29MB - Power: 0.01W
2025-03-11 05:17:03 - CPU: 0.00% - Memory: 20.26MB - Power: 0.01W
2025-03-11 05:17:08 - CPU: 0.00% - Memory: 20.26MB - Power: 0.01W
2025-03-11 05:17:13 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:19 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:24 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:29 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:34 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:39 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:44 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:17:49 - CPU: 0.00% - Memory: 20.27MB - Power: 0.01W
2025-03-11 05:19:32 - CPU: 0.00% - Memory: 396.64MB - Power: 0.12W
2025-03-11 05:19:37 - CPU: 0.00% - Memory: 396.64MB - Power: 0.12W
2025-03-11 05:19:42 - CPU: 0.00% - Memory: 396.64MB - Power: 0.12W
2025-03-11 05:19:47 - CPU: 0.00% - Memory: 396.62MB - Power: 0.12W
2025-03-11 05:19:52 - CPU: 0.00% - Memory: 396.62MB - Power: 0.12W
2025-03-11 05:19:58 - CPU: 0.00% - Memory: 396.62MB - Power: 0.12W
2025-03-11 05:20:03 - CPU: 0.00% - Memory: 396.62MB - Power: 0.12W
2025-03-11 05:20:08 - CPU: 0.00% - Memory: 396.62MB - Power: 0.12W
2025-03-11 05:23:20 - CPU: 0.00% - Memory: 417.56MB - Power: 0.12W
2025-03-11 05:23:25 - CPU: 0.00% - Memory: 417.70MB - Power: 0.12W
2025-03-11 05:23:30 - CPU: 0.00% - Memory: 418.01MB - Power: 0.12W
2025-03-11 05:23:35 - CPU: 0.00% - Memory: 418.01MB - Power: 0.12W
2025-03-11 05:23:40 - CPU: 0.00% - Memory: 418.01MB - Power: 0.12W
2025-03-11 05:23:45 - CPU: 0.00% - Memory: 418.01MB - Power: 0.12W
2025-03-11 05:23:51 - CPU: 0.00% - Memory: 418.01MB - Power: 0.12W
2025-03-11 05:23:56 - CPU: 0.00% - Memory: 423.76MB - Power: 0.12W
2025-03-11 05:24:01 - CPU: 0.00% - Memory: 441.05MB - Power: 0.13W
2025-03-11 05:24:06 - CPU: 0.00% - Memory: 463.36MB - Power: 0.14W
2025-03-11 05:24:11 - CPU: 14.30% - Memory: 484.71MB - Power: 4.15W
2025-03-11 05:24:16 - CPU: 0.00% - Memory: 513.29MB - Power: 0.15W
2025-03-11 05:24:21 - CPU: 16.60% - Memory: 537.34MB - Power: 4.81W
2025-03-11 05:24:26 - CPU: 0.00% - Memory: 584.29MB - Power: 0.17W
2025-03-11 05:24:32 - CPU: 14.30% - Memory: 516.71MB - Power: 4.16W
2025-03-11 05:24:37 - CPU: 0.00% - Memory: 419.44MB - Power: 0.12W
2025-03-11 05:27:48 - CPU: 0.00% - Memory: 395.52MB - Power: 0.12W
2025-03-11 05:27:55 - CPU: 0.00% - Memory: 395.66MB - Power: 0.12W
2025-03-11 05:28:01 - CPU: 0.30% - Memory: 395.70MB - Power: 0.22W
2025-03-11 05:28:07 - CPU: 0.00% - Memory: 395.70MB - Power: 0.12W
2025-03-11 05:28:13 - CPU: 0.50% - Memory: 396.40MB - Power: 0.30W
2025-03-11 05:28:19 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:28:25 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:28:31 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:28:38 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:28:44 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:28:50 - CPU: 0.30% - Memory: 396.40MB - Power: 0.22W
2025-03-11 05:28:56 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:29:02 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:29:08 - CPU: 0.00% - Memory: 396.40MB - Power: 0.12W
2025-03-11 05:29:15 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:29:21 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:29:27 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:29:33 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:29:39 - CPU: 0.30% - Memory: 396.43MB - Power: 0.22W
2025-03-11 05:29:45 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:29:51 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:29:58 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:30:04 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:30:10 - CPU: 0.00% - Memory: 396.43MB - Power: 0.12W
2025-03-11 05:30:16 - CPU: 0.30% - Memory: 396.66MB - Power: 0.22W
2025-03-11 05:30:22 - CPU: 0.00% - Memory: 392.28MB - Power: 0.11W
2025-03-11 05:30:28 - CPU: 0.00% - Memory: 392.38MB - Power: 0.11W
2025-03-11 05:30:35 - CPU: 0.00% - Memory: 392.38MB - Power: 0.11W
2025-03-11 05:30:41 - CPU: 0.00% - Memory: 392.38MB - Power: 0.11W
2025-03-11 05:30:47 - CPU: 0.00% - Memory: 392.38MB - Power: 0.11W
2025-03-11 05:30:53 - CPU: 4.80% - Memory: 381.60MB - Power: 1.84W
2025-03-11 05:30:59 - CPU: 0.00% - Memory: 381.59MB - Power: 0.11W
2025-03-11 05:31:05 - CPU: 0.00% - Memory: 381.59MB - Power: 0.11W
2025-03-11 05:31:11 - CPU: 0.00% - Memory: 381.60MB - Power: 0.11W
2025-03-11 05:31:18 - CPU: 0.00% - Memory: 379.74MB - Power: 0.11W
2025-03-11 05:31:24 - CPU: 0.00% - Memory: 379.94MB - Power: 0.11W
2025-03-11 05:31:30 - CPU: 0.00% - Memory: 379.94MB - Power: 0.11W
2025-03-11 05:31:36 - CPU: 0.00% - Memory: 379.94MB - Power: 0.11W
2025-03-11 05:31:42 - CPU: 0.00% - Memory: 379.94MB - Power: 0.11W
2025-03-11 05:31:48 - CPU: 0.00% - Memory: 379.94MB - Power: 0.11W
2025-03-11 05:31:54 - CPU: 0.00% - Memory: 379.94MB - Power: 0.11W
